HouseID,Address,ListingPrice,Bedrooms,Bathrooms,SquareFootage,LotSize_Acres,YearBuilt,PropertyType,Status
75f52d91-21af-43ac-a09e-7a1e01716c4c,"91870 Brennan Vista Suite 290, East Brunswick, NJ 07519",950505,6,5.0,3958,2.35,1940,Townhouse,For Sale
7dcf85b1-e5d4-4790-b2e8-d8813cfc5286,"47412 Emily Key, Plainsboro, NJ 08565",2881242,3,5.5,4721,2.11,1968,Single Family,For Sale
c5ef6135-1092-4851-a1a5-469cdb095ab7,"7464 Tyler Crossroad Suite 569, Princeton, NJ 08257",2455244,4,4.5,4546,4.08,1962,Single Family,For Sale
253b5d0c-9776-4ec2-bb89-a9c5d6f71567,"59718 Jesse Camp Suite 615, Montgomery, NJ 08581",1161338,3,4.5,3369,1.42,1975,Condo,For Sale
cc74a866-bc8d-45bf-8877-cdf141e617fd,"918 Barker Ferry Apt. 529, Montgomery, NJ 07139",1534597,2,4.0,2852,3.46,2009,Single Family,For Sale
12de8b67-6fcd-4669-8dcd-223a1d955ab4,"8638 James Track, Bridgewater, NJ 07271",2897310,4,5.5,4629,4.3,2021,Single Family,For Sale
60b43c14-ec20-49fc-a8fe-99cb7bc5a95c,"47738 Adkins Islands, Montgomery, NJ 07159",1364898,5,3.0,3228,0.86,1963,Single Family,For Sale
436a4c69-651a-4bab-b77a-058de90686ef,"6595 Patrick Cape, East Brunswick, NJ 07488",2411264,7,5.0,5012,1.97,1973,Single Family,For Sale
dc3c4e92-ec94-4f39-a519-b37b0bff6b0e,"193 Carpenter Road Suite 458, Hillsborough, NJ 08212",1134362,4,5.0,3360,3.13,1997,Townhouse,For Sale
5c505c58-6bcf-4f48-a996-49d111149bf1,"97532 Michael Walks, Plainsboro, NJ 08671",2886704,5,5.0,5006,3.89,2013,Single Family,For Sale
bf3fafa0-1318-4c1f-b480-6d230356b4a8,"071 Kristen Island Suite 511, West Windsor, NJ 07342",1060521,5,3.0,3333,0.98,1967,Single Family,For Sale
471346ca-3a0e-4119-801d-c6b7f3d997f9,"509 Thornton Rapids, East Brunswick, NJ 07557",1122553,6,4.5,3744,1.48,1965,Single Family,For Sale
59ecfd0f-95cd-44a3-aaf7-fd604658107c,"611 Pratt Estate, South Brunswick, NJ 07791",3926546,7,5.0,5906,2.74,1986,Single Family,For Sale
6c9e0f4c-8800-4289-958f-9c3cf252599a,"324 Duarte Hills Suite 408, South Brunswick, NJ 08521",2821249,4,4.5,4716,2.89,1983,Single Family,For Sale
e835d793-d391-42c8-b4c6-7a80a0649254,"9603 George Summit, Princeton, NJ 07492",1630807,6,4.0,4524,2.96,1996,Single Family,For Sale
0405078e-c869-4777-b590-ac4853091068,"44030 Ray Squares Suite 179, East Brunswick, NJ 08446",623772,2,4.5,2104,0.73,1976,Townhouse,For Sale
9f99cdb3-c45c-409f-9188-3713ca89a79a,"768 Padilla Avenue, New Brunswick, NJ 07148",2580843,4,6.0,5068,3.83,1982,Single Family,For Sale
16ecd521-298e-436d-9af6-1aa72a8b6b5a,"39332 Matthew Village, Piscataway, NJ 07979",3154872,7,5.5,5681,3.82,2009,Single Family,For Sale
78202537-1b15-4fed-b6e9-cc1a8a2f21ec,"89108 Stephanie Villages, Bridgewater, NJ 07400",1413007,6,5.5,4254,0.89,1950,Single Family,For Sale
f42f4e85-aba1-4718-bf88-7fe82aa3a0e9,"35047 Courtney Gateway, Montgomery, NJ 08664",1161410,5,4.5,3806,0.92,1957,Multi-Family,For Sale
5a7d37eb-0aa6-4921-8da1-b21fdb53e760,"162 Christina Path Apt. 416, East Brunswick, NJ 07264",2021066,4,4.5,3963,1.26,1993,Single Family,For Sale
f22ab36c-e045-43e3-a2d4-8fae997fa3e5,"39986 Penny Lights, Hillsborough, NJ 08149",1451423,6,4.5,3932,1.55,1972,Single Family,For Sale
de4144b3-6361-4906-95ea-d22bfc2a6bb1,"1819 Kylie Prairie Suite 905, Lawrenceville, NJ 07781",1402645,4,2.5,3410,1.61,1940,Multi-Family,For Sale
e6d3a658-ac72-419b-9a12-3e88d9215a67,"93533 Walker Rapid Suite 558, Hopewell, NJ 08388",1461595,3,5.0,2887,3.42,1976,Single Family,For Sale
0fab44bd-4b25-42f1-b9a5-aa81e42d44ac,"44993 Isabel Ranch, Hopewell, NJ 07625",2625691,7,5.5,5297,2.33,1980,Single Family,For Sale
f50961b8-fe23-4c83-8b2b-9bee676a120b,"6753 Bell Ridges, Princeton, NJ 07421",743012,2,3.5,2200,1.64,1998,Townhouse,For Sale
39f91fbb-d7d5-4b33-a007-180b58783449,"22396 Carla Greens Apt. 063, South Brunswick, NJ 08843",2200486,6,3.5,4932,3.43,1984,Condo,For Sale
4d25ff4b-eb0a-4cd7-b4e9-6e38a422bb1f,"8185 Marshall Island Suite 733, West Windsor, NJ 07356",794462,3,4.5,2970,1.3,1945,Single Family,For Sale
d6d837d4-b1e6-4463-ba01-a29dd7eeea61,"682 Carey Terrace, Bridgewater, NJ 07752",2535436,6,2.5,4675,2.38,2001,Single Family,For Sale
1e7925ad-63ec-44e3-b7d7-44de876fd116,"152 Brady Knolls Suite 197, West Windsor, NJ 07271",3069477,3,4.5,4975,2.09,2003,Single Family,For Sale
ba22169c-c21a-4b0b-8017-37cb914336db,"413 Best Viaduct, West Windsor, NJ 08845",1053201,2,4.0,2282,2.46,2023,Townhouse,For Sale
e7a56edd-4d50-424b-aa7d-450d46ee0e0e,"2424 Brown Fall Apt. 136, Lawrenceville, NJ 08126",866150,2,2.5,2125,2.24,1986,Multi-Family,For Sale
9d436a52-96d3-4934-b244-4d28b0908686,"3581 Hill Spurs Suite 269, New Brunswick, NJ 07698",2460503,5,4.0,4592,3.56,2012,Single Family,For Sale
9e7f06d8-a7e4-4d87-8228-356e4ff64a6f,"75222 Mia Loop Apt. 670, West Windsor, NJ 08294",3984560,3,6.0,5757,2.25,2006,Single Family,For Sale
80366c59-c944-4cea-b8ac-dae3e3ca5e7c,"12149 Morrison Prairie Suite 389, Montgomery, NJ 07533",2222942,3,6.0,5111,2.25,2000,Condo,For Sale
5af60a74-6f61-44c7-8370-b4d4ba1b22d9,"89752 Justin Via, Bridgewater, NJ 08500",2975277,7,4.0,5777,4.36,1994,Single Family,For Sale
862ade44-580e-454c-a0c6-8f79450f8da1,"82842 Bush Lodge Apt. 938, Plainsboro, NJ 07166",3115410,5,4.5,4921,2.56,2012,Single Family,For Sale
23a2a838-ab83-4c64-9f57-f9257fd8985f,"798 Sheri Course Apt. 645, East Brunswick, NJ 08007",1026996,5,3.5,3635,2.8,1957,Multi-Family,For Sale
32e4fd50-ab46-469d-b167-18fcba1cd338,"01341 Nicole Drives, Bridgewater, NJ 07265",1537841,3,3.5,3169,3.0,2015,Single Family,For Sale
b296aef7-7662-4be8-bb7d-ecc60b498659,"7998 Leonard Extension, Hopewell, NJ 08468",3894499,6,5.5,6086,3.92,1996,Single Family,For Sale
1349d0ce-d77d-49c0-9291-5445fdbb125d,"268 Lynch Place Suite 585, Woodbridge, NJ 08479",3453472,4,3.5,5523,2.21,2022,Townhouse,For Sale
7e179a63-f6c1-4304-a05f-443e81bad6a7,"049 Hodge Villages, Piscataway, NJ 08409",1851667,6,4.5,3613,2.95,1949,Townhouse,For Sale
5ec90b99-576e-4971-afad-c2f45304a550,"2762 Jennifer Shores Suite 609, Woodbridge, NJ 07721",1303071,5,3.0,3402,0.63,2002,Multi-Family,For Sale
37ba738e-33ee-4a53-912a-64fcca173be1,"87223 Erickson Way Suite 555, Montgomery, NJ 07614",2863655,3,3.5,4168,2.79,1963,Multi-Family,For Sale
67213ea1-7c4f-4e51-8882-8c6db93cff9b,"48976 Mary Divide Suite 586, Bridgewater, NJ 08148",2015904,6,2.5,4132,0.93,1940,Townhouse,For Sale
522e62ae-a392-4626-bf32-f36fab0a41c0,"2224 Mcguire Mission, Woodbridge, NJ 07256",3943527,4,5.0,6064,3.17,2018,Single Family,For Sale
bfe212ce-7a28-4b85-bd29-15ff8697c659,"633 Jennifer Mission Apt. 780, Bridgewater, NJ 08888",2043835,6,4.5,4065,1.69,2013,Single Family,For Sale
1060be5a-0f11-462d-92f0-a68703727d8d,"66031 Anthony Rest Apt. 067, Princeton, NJ 08077",2150487,6,5.5,4358,1.2,2022,Single Family,For Sale
dd289fa7-d0fd-43a8-875a-7e9739f8d983,"6374 Roberson Road Suite 673, New Brunswick, NJ 07488",2929523,3,4.5,3871,2.36,2009,Townhouse,For Sale
5efb41f8-b2ac-4abc-b658-6c21f9874d8a,"376 Bentley Springs, Piscataway, NJ 07644",629455,5,5.0,3340,2.49,1991,Condo,For Sale
d1310cb1-b589-45c7-bf3d-587365c074f4,"557 Fisher Island, South Brunswick, NJ 07084",787259,6,4.5,3770,2.34,1952,Single Family,For Sale
9eb67c37-9dcd-4e2c-baba-51b5df7676a1,"5500 Richardson Walks Apt. 502, Edison, NJ 07346",3344448,3,5.5,5270,2.21,2009,Townhouse,For Sale
3784e82a-8935-48ae-9743-f01b290a1b34,"081 Kim Junction Suite 225, Princeton, NJ 08909",3943159,5,5.0,6263,4.73,2011,Single Family,For Sale
847ac6ae-5d80-4cb8-b3a0-a0ae93f1526d,"54684 Kimberly Way Suite 517, Woodbridge, NJ 08968",1221385,6,2.0,3516,1.44,2025,Single Family,For Sale
4ba96b3b-6aae-4325-8da4-a086e47eba46,"827 Cobb Fords, West Windsor, NJ 08024",3755505,6,4.5,5925,4.29,1954,Single Family,For Sale
59026413-2250-4da3-a8d9-e3970d45993c,"228 Boone Trail Apt. 691, Lawrenceville, NJ 07268",1776628,6,3.5,4201,2.03,2000,Single Family,For Sale
ec22b320-39a2-4d7d-96e1-7070af8b9ab1,"7220 Caroline Light Apt. 586, Edison, NJ 07176",1066582,5,2.5,3775,0.58,2001,Single Family,For Sale
fdc0ea0d-0546-43a5-a6f5-10cdd88b0aa9,"2543 Michael Drive Suite 642, Franklin Township, NJ 08782",1220107,3,4.0,3135,1.04,1992,Condo,For Sale
3af98215-fd47-4030-85a5-8c17460f5321,"043 Bradley Manors, Woodbridge, NJ 08756",804807,2,2.5,2153,1.04,1979,Multi-Family,For Sale
823697a1-1d14-4382-a02f-6b0c6f55a0eb,"685 Carl Fords, Montgomery, NJ 07672",1304582,6,5.0,3859,2.0,1965,Townhouse,For Sale
242872b0-a688-46a5-8dbb-ce591f20d5d9,"33134 Moore Inlet Suite 066, West Windsor, NJ 07596",3500147,5,5.0,5810,2.04,2013,Townhouse,For Sale
75471b8b-b70e-40da-8445-52952519c13d,"1728 Vang Vista, Plainsboro, NJ 08628",2624593,3,6.0,4258,3.86,1949,Multi-Family,For Sale
d2e69ea7-15da-4a1b-99c1-2ab1f2eacdb9,"7313 John Motorway, Franklin Township, NJ 07590",2381809,5,6.0,4775,3.07,1958,Single Family,For Sale
7d396f83-bf83-4760-b94d-47c40bf1632e,"33437 Martin Lock Suite 397, Bridgewater, NJ 08117",931124,3,4.0,2940,2.77,1946,Multi-Family,For Sale
181f0263-ae0b-4f08-8127-79a476739cc1,"87141 Charles Branch Apt. 123, New Brunswick, NJ 08200",3805308,6,3.5,5802,4.18,2004,Single Family,For Sale
b0938234-1c43-4af4-8602-4c76d03569c4,"5452 Kelsey Underpass, East Brunswick, NJ 08482",3841662,5,6.0,5666,1.97,1997,Townhouse,For Sale
060f434c-aacb-4293-b64a-310ea066ab31,"205 Martha Turnpike Suite 582, Edison, NJ 07209",2176146,3,5.0,3974,3.9,2000,Townhouse,For Sale
54ddff82-70d4-4bab-89b9-8affa8bb7a9a,"8741 Watson Cove, Woodbridge, NJ 08744",1453818,5,5.5,4403,2.59,2013,Condo,For Sale
a75297af-2fe5-4543-a27e-179249040ad9,"8372 Sheri Mount Suite 280, Franklin Township, NJ 07113",1057744,4,4.0,3125,2.78,2010,Single Family,For Sale
d7d7bb84-ed6d-4461-ba02-e872f9e11134,"76175 Melissa Roads, Lawrenceville, NJ 08695",1086791,3,5.0,2964,1.46,1941,Single Family,For Sale
d49fa67e-1b72-42a4-b5a4-a60d2249bdce,"5349 Robin Park, Montgomery, NJ 08272",1890040,3,4.5,3551,3.27,1999,Single Family,For Sale
0a32b08c-e555-4d24-8bd9-cbc4d72ebbdb,"4740 Warren Motorway, East Brunswick, NJ 07193",3463249,4,5.0,5357,3.5,1982,Single Family,For Sale
028c8b83-0575-469f-ba9a-c5e416506240,"45334 Stanley Crescent Apt. 276, West Windsor, NJ 08765",737961,3,5.0,2707,2.14,1966,Single Family,For Sale
54be8524-3cbe-4190-ac6a-f35e3127b2f1,"8596 Angela Extension Suite 986, Lawrenceville, NJ 08023",2564775,4,5.5,4487,2.93,1941,Single Family,For Sale
0f90ec27-a76e-48d2-aa86-2f18a3a82255,"3460 Christopher Lane Apt. 214, Plainsboro, NJ 08426",2465135,3,4.0,4242,2.59,2001,Townhouse,For Sale
f6622321-4590-4221-a9ac-f8b4b4e5b2c4,"7331 Alvarez Mount, West Windsor, NJ 07616",2487352,6,4.0,4741,3.3,2013,Multi-Family,For Sale
e40d0528-0229-43eb-aa33-76795063f936,"40926 Shane Brook, Bridgewater, NJ 08925",2340287,3,3.5,4087,2.31,1965,Townhouse,For Sale
3ee84b96-a4b6-422d-8ec3-3ae4420e45e7,"5232 Luis Tunnel, Woodbridge, NJ 07580",3583691,7,5.0,5728,4.18,2019,Single Family,For Sale
d216d3a3-8379-4819-8239-cfecae6f0f8d,"755 Harris Track, Edison, NJ 07297",3076762,3,4.0,4609,3.92,2019,Single Family,For Sale
1fb90c76-76f4-4d6e-8d1c-e138bf6a9897,"42106 Zachary Plaza, Montgomery, NJ 08323",2957986,3,4.5,5099,2.02,1971,Single Family,For Sale
ea09b8c0-3978-4066-9537-4769d43239ee,"758 Derek Mills, East Brunswick, NJ 07281",2557879,5,4.0,4380,3.47,1954,Townhouse,For Sale
108c7cc4-2cf4-4668-9ab1-de23177711c2,"8635 Cabrera Forest, Princeton, NJ 07805",1695226,6,3.0,4588,3.48,1974,Condo,For Sale
4aa4324f-f8b0-4835-a7c8-9349b3471044,"475 Janet Port, South Brunswick, NJ 07257",2580026,6,5.0,6326,3.8,1992,Condo,For Sale
2e70e5e0-771b-42cf-8c5d-cd914fc1130c,"21876 Christopher Corner Apt. 876, Piscataway, NJ 08235",517990,2,1.5,1674,1.97,1943,Townhouse,For Sale
5b6da1ef-164a-41be-b3bc-2a780db58ebb,"34214 Lynn Coves, Plainsboro, NJ 08840",945372,6,4.0,3807,1.54,1968,Single Family,For Sale
65c83d9f-f4e7-4a92-ba34-88048e3edab7,"5520 Kristin Street, New Brunswick, NJ 08431",2418799,6,4.5,5458,1.41,1960,Single Family,For Sale
63a42223-7ec6-4a19-9414-bdba8c4fea1d,"36763 Tina Freeway, Franklin Township, NJ 07759",2643941,6,3.0,4393,2.13,2021,Single Family,For Sale
fb003b5e-a448-48ef-9eaf-330029e527e3,"8123 Denise Tunnel Suite 781, Montgomery, NJ 08330",2703728,3,5.0,4271,2.18,1950,Multi-Family,For Sale
558388fe-d777-40e0-8f98-26ba2f41ccd7,"8565 Cody Plains Suite 536, West Windsor, NJ 08177",2671295,7,3.0,4934,2.43,2022,Single Family,For Sale
defb82af-bdcd-4f94-a389-58500ebcaf30,"791 Amy Flat, Woodbridge, NJ 08499",1158305,5,2.5,3255,3.24,1971,Multi-Family,For Sale
c83274c3-f37e-445c-a762-3a94ea00b7eb,"933 Novak Hills Apt. 699, Woodbridge, NJ 08122",1330557,5,3.0,3286,2.66,1978,Condo,For Sale
1a3a68c9-6e1c-4c28-9e13-50e6b3f11b1c,"24659 Garcia Fork, Hopewell, NJ 07061",1423994,3,4.5,3083,2.02,1970,Single Family,For Sale
c7dda977-82e5-4c5c-80e5-b58247b65028,"3810 Ernest Trail, West Windsor, NJ 08602",2401579,4,3.0,3918,3.8,1949,Single Family,For Sale
63840fd7-964d-45f9-aef2-b07db0e432bd,"935 Yang Loop, New Brunswick, NJ 07325",1105751,6,3.5,3317,2.04,1960,Multi-Family,For Sale
8e2eff50-9a32-4c7b-9409-7ad0d103564c,"237 Tonya Village Suite 857, Lawrenceville, NJ 07102",3802756,3,6.0,5592,4.2,1999,Single Family,For Sale
f2fa917e-1eeb-4766-a587-3c8ffa4fbbc7,"397 Walsh Corner, New Brunswick, NJ 07597",2156122,3,4.0,3684,2.76,2019,Townhouse,For Sale
0df3364c-0a3e-4a19-8462-51828fed70a2,"127 Edward Creek Suite 121, Edison, NJ 08850",2053140,4,4.5,4236,1.08,1955,Multi-Family,For Sale
4e33b966-6395-4272-8c48-55591ddaf352,"87720 Mcgee Haven Suite 771, West Windsor, NJ 07006",979955,6,5.0,3524,2.7,1948,Single Family,For Sale
04f8ede8-8000-4ea8-9263-7270a8551e8d,"6990 Laurie Club, East Brunswick, NJ 07918",2663122,6,4.5,5010,2.63,1990,Townhouse,For Sale
53510dc0-fb5f-4ccb-9faf-3d2fd5acdfb4,"9177 Lawrence Views, Hillsborough, NJ 08100",3085843,7,3.5,5481,3.07,1969,Single Family,For Sale
c789ab30-9973-4faa-8dbf-904ea3a36997,"4917 Elizabeth Ridge Suite 732, Edison, NJ 07366",2162068,3,4.5,3928,2.19,2016,Single Family,For Sale
cf9d9fb7-8015-413f-be6c-d89c5fb4a649,"073 Thomas Common, Hopewell, NJ 08732",1604172,3,4.0,2716,0.79,1948,Single Family,For Sale
a5ac0428-b903-44e3-a8e1-f54915fd5801,"8120 Perez Roads Suite 892, New Brunswick, NJ 07619",3336602,5,3.5,4630,3.19,2012,Single Family,For Sale
30b787f4-bc76-4b80-b875-a9e77ec7fece,"315 Harris Course Suite 275, Piscataway, NJ 07006",1719093,5,5.5,4712,3.09,1964,Condo,For Sale
41a39309-c82a-4377-951b-ae7d48ff5aaf,"010 Davis Parkways Suite 159, Piscataway, NJ 08020",1583580,5,3.5,3657,1.8,1977,Single Family,For Sale
9cc1e94a-0855-4b10-8eb3-031aa3b1a32f,"012 Brandi Cape Apt. 630, Hillsborough, NJ 07663",3201489,5,6.0,5340,4.07,1993,Single Family,For Sale
8757cd6f-47c6-47dd-ade3-b2f230da990d,"970 Taylor Roads, Hillsborough, NJ 08592",2882545,6,4.0,5090,4.3,2001,Single Family,For Sale
213773ff-5ab0-4a5a-add7-61aaa0aeb10a,"7417 Soto Turnpike, Montgomery, NJ 07307",2204400,5,2.5,3792,1.47,1942,Single Family,For Sale
61179f48-44da-4dbd-9e93-4c3884204ca0,"5953 George Centers, Hopewell, NJ 08151",799666,4,4.5,3466,1.39,1972,Single Family,For Sale
efb4ffc0-77c3-4911-83d0-2f68dc07c83d,"445 Jimenez Glens, South Brunswick, NJ 07370",1399363,6,4.5,3918,3.4,1945,Single Family,For Sale
ddeec7b4-37ff-407f-892a-84c75221362e,"493 Danielle Rest Suite 815, Hillsborough, NJ 08349",3729681,6,4.5,5510,3.93,2011,Single Family,For Sale
2f3adc3e-50c9-4afd-af08-5c8ab38d267d,"2721 Berry Common Suite 047, Plainsboro, NJ 08804",1099530,2,5.5,2799,2.26,1984,Condo,For Sale
c5ef09f9-8673-4bc5-be1d-9a5f55f14507,"9812 Terry Islands Suite 051, West Windsor, NJ 08012",2723144,7,4.5,4953,2.42,1948,Single Family,For Sale
2e3114a5-f857-4c69-a03c-2f4aa7e3fb64,"491 Bryan Ways, Woodbridge, NJ 07876",747080,2,2.5,2570,0.82,1982,Single Family,For Sale
1196124d-3ed4-470b-a80f-683000cfa4b8,"1655 Anna Haven, Franklin Township, NJ 07822",2517373,3,4.0,4444,1.52,2007,Single Family,For Sale
1661e636-13f6-497a-96e2-9c052b4ba79b,"8463 Clark Avenue Suite 545, Hopewell, NJ 07389",1991705,2,5.5,3493,3.29,2009,Single Family,For Sale
11b3e9ec-7490-4788-b471-87cad5c9e6b4,"44907 Dean Burgs, Hillsborough, NJ 08023",2719135,7,4.5,5122,3.94,1961,Single Family,For Sale
5e29a041-6e88-416d-aebd-b73d1829db22,"7109 Johnson Rapids Suite 160, New Brunswick, NJ 08788",2667553,6,5.5,5354,3.51,1964,Single Family,For Sale
dcbdfec5-24ac-42df-84a6-f478e48c5346,"82706 Morales Roads Suite 880, West Windsor, NJ 08936",1974283,2,4.0,3678,1.19,1983,Single Family,For Sale
e9126c07-7e04-419d-9c9b-e15e6daa7229,"9328 Juarez Plaza, Woodbridge, NJ 08730",3022988,3,4.5,5961,3.63,1949,Condo,For Sale
3f032993-fffa-49fd-ad84-71882b0a22b9,"486 Lane Curve, Hillsborough, NJ 07781",2094533,6,5.0,4754,2.63,2018,Single Family,For Sale
fe77ea6f-3e34-4516-9062-e48d797bd454,"927 Mayer Meadows Suite 834, Edison, NJ 07357",997316,5,5.5,3569,1.49,1948,Condo,For Sale
b7d45af7-c048-420c-abac-4d68f63eb58e,"89728 Curtis Greens, Princeton, NJ 08085",3177182,5,6.0,5932,4.9,2020,Condo,For Sale
56a493b3-a614-4c2f-b29a-a894384be997,"7807 Obrien Mission, Montgomery, NJ 08939",893593,3,4.0,2429,1.01,1940,Condo,For Sale
bd42e9d4-5cfb-49d4-a937-abc52206236a,"2428 Nicholas Green, Woodbridge, NJ 08809",1817211,3,3.5,3860,1.2,2003,Single Family,For Sale
ec91c437-5afc-4a67-8205-9ea2d4658c66,"10203 Marc Motorway Apt. 594, Montgomery, NJ 07839",3520798,5,6.0,5827,3.63,2009,Single Family,For Sale
f43c300b-b2b0-4d0b-98a8-182c5eb12927,"31070 Bradley Viaduct, Hopewell, NJ 08055",3364265,4,4.0,4943,1.73,2000,Multi-Family,For Sale
9003f637-7519-4960-af09-a0721c9c2974,"14444 Olson Rest Suite 214, South Brunswick, NJ 07035",971453,2,4.0,3592,3.11,1982,Condo,For Sale
bb07b184-8996-4417-9207-2b1fa979af1d,"471 Sutton Divide Suite 427, South Brunswick, NJ 08508",1334755,6,5.0,4050,0.92,1940,Multi-Family,For Sale
5bb6e901-bf46-412e-9161-ac1920fa3c45,"79198 Patricia Club, Hopewell, NJ 08846",2277007,4,3.5,3781,3.34,1950,Townhouse,For Sale
19b60ac5-d9d0-4a09-aa8f-c51b4c666195,"2289 Emily Throughway, Franklin Township, NJ 07192",2934587,3,5.0,4746,2.72,2008,Single Family,For Sale
d9752def-5b93-4b74-a9fa-73cddbbd1088,"05541 Anthony Ridge, West Windsor, NJ 07484",1576485,4,4.0,3149,0.83,1998,Single Family,For Sale
628835a0-c6cc-4c14-ab3c-102ddc3046db,"125 Marcus Dale, Plainsboro, NJ 08352",1634293,4,5.0,4024,1.55,1982,Single Family,For Sale
91595a18-626a-47a3-b240-313e2eb2c00f,"9972 Hall Mountains Apt. 791, Bridgewater, NJ 08788",3854535,6,6.0,6394,3.72,2024,Single Family,For Sale
229a5e28-441a-4340-9e47-bf0a674059a0,"25145 Martinez Villages Suite 355, Princeton, NJ 08239",2537392,6,4.0,4639,3.77,1948,Multi-Family,For Sale
0ce9b1a1-9ef2-4a7a-9a59-a98a1a09c29b,"79697 Daniel Mission, New Brunswick, NJ 07895",3381935,5,5.0,5900,4.47,2015,Townhouse,For Sale
1fdeef77-ed6f-4865-a6f7-b75c1dda5eb5,"0645 Mike Union, New Brunswick, NJ 07633",1847836,2,5.0,3514,1.21,2016,Townhouse,For Sale
0fc19c9c-4c17-4193-9e2b-0aea64a4ea48,"923 Katie Camp Apt. 146, West Windsor, NJ 08178",2830247,3,5.0,4765,2.21,1974,Single Family,For Sale
754e6b61-9a99-4321-9814-c42716fdad7a,"2121 Lang Forest, Princeton, NJ 08658",753147,5,2.5,2247,2.82,1957,Single Family,For Sale
34c47764-f45a-4252-b56b-449af87de16e,"27557 Anderson Stream, Princeton, NJ 07003",1239532,5,4.5,3436,2.38,1952,Single Family,For Sale
9484cb19-0489-4aa9-96d4-e266dba81138,"615 Christopher Point Suite 505, Edison, NJ 07091",2878592,5,6.0,4855,1.81,2021,Single Family,For Sale
975db970-0e12-41ee-86f1-eb2a144c7afa,"423 Alexander Mission Apt. 528, Woodbridge, NJ 07307",2608605,7,4.0,5254,2.37,1993,Single Family,For Sale
18e1abeb-df57-4dcd-a08e-32b0cc02d390,"088 Billy Unions, Woodbridge, NJ 08396",2772211,5,5.5,5066,3.24,1948,Single Family,For Sale
82c567e8-1e91-4ac7-84f8-55d28a4abde4,"620 Wolf Passage, Princeton, NJ 08681",2562287,5,5.0,4758,3.47,1949,Single Family,For Sale
